 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class,class,cap-shape,cap-surface
130.953125,56.65518778,-0.055388728,-0.50985817,11.93019258,15.97289756,282.7845798,0,p,f,y
144.3359375,47.2763282,-0.031947325,0.04180853,53.38265024,3.062103213,8.381214439,0,p,x,f
99.015625,49.71983765,0.358964327,0.05934772,22.30520374,5.834901687,36.77571013,0,p,x,f
124.1328125,52.98560699,0.087402271,-0.220573093,18.28877658,8.993917476,92.91444768,0,p,x,y
105.34375,57.64078383,0.218381814,-0.70011187,38.68618533,4.652140563,20.61592588,0,p,x,y
118.65625,51.44800736,0.192530039,-0.246058764,25.85378459,6.471100908,43.2935488,0,p,x,f
116.2109375,44.34975556,0.176215304,0.221383066,12.89591393,10.3016424,149.8065882,0,p,f,f
113.515625,54.1838572,0.084458254,-0.796265936,52.65910962,-0.71488976,1.435969738,0,p,f,f
124.9921875,55.9396293,0.192806885,-0.730342363,62.87196916,0.012555876,-0.379442162,0,e,f,y
127.4140625,54.88020012,0.02122791,-0.906975948,52.18474624,0.871488464,0.386045921,0,p,x,y
123.09375,55.58234847,-0.216316446,-0.736266956,51.91859488,-0.851565811,1.903563645,0,p,f,f
113.2890625,53.35701576,0.089059262,-0.683712804,50.2329745,-1.542275661,3.852635712,0,p,f,f
100.921875,44.02691105,0.361255059,0.343091446,16.5527597,9.044596427,95.4146515,0,e,x,f
126.359375,49.76628728,0.152515695,-0.31696447,55.99462645,2.543123724,4.993103138,0,e,f,y
139.0234375,59.96202768,-0.241032136,-0.713381389,65.97863384,2.144201215,2.88462045,0,e,f,y
128.4921875,55.85849814,0.247963219,-0.652397872,63.53372496,2.386761312,4.045872165,0,p,x,y
85.828125,35.65658893,0.783823834,2.611896598,17.46062903,7.701320252,73.0199181,0,p,f,y
91.90625,40.12158036,0.276352627,1.261266586,45.82917989,3.559094167,11.51546534,0,p,f,y
132.671875,47.86816357,0.086192375,0.001929869,18.85514404,9.221548147,90.21677754,0,e,f,y
150.25,48.55393264,-0.293358459,-0.192446567,16.54409976,9.571654152,112.4461624,0,p,f,y
135.484375,52.71696009,0.147421787,-0.310478305,22.78168793,7.252825621,57.83268083,0,e,f,f
119.8203125,46.92021712,-0.007732414,-0.031173733,21.86318008,8.25254168,70.95707127,0,e,f,f
136.5625,54.52733689,-0.137514813,-0.491747615,34.6810416,5.190956526,26.65608506,0,e,f,f
124.3203125,42.22057659,0.27981482,0.500107797,14.7940847,9.062318492,106.476248,0,p,x,f
103.609375,54.22799588,0.826013141,0.202393894,13.36341908,15.16482643,248.3263169,0,p,x,y
121.1015625,51.76944681,-0.032284824,-0.33796855,10.4356479,14.92496544,308.5622582,0,p,f,f
138.1796875,47.84846419,-0.131220122,-0.027433753,31.55312503,5.34106761,28.11148653,0,e,f,y
118.9453125,59.46668035,0.118942177,-0.898428741,92.17157556,-0.519275142,-1.515424862,0,p,x,f
121.734375,49.3940603,0.09671134,-0.180427367,30.00195289,4.80378586,25.06846548,0,p,f,y
64.6796875,37.08245323,1.333255534,4.592964552,15.04427409,8.953978404,100.6653894,0,p,f,f
107.34375,49.38266357,0.270491314,-0.011700292,25.19929595,5.738398688,35.87435188,0,p,f,y
103.4453125,50.02683789,0.567539157,0.1142111,17.27584687,9.728596083,112.2838944,0,p,x,y
115.46875,51.97399252,0.293610071,-0.131551398,17.43653245,9.084915216,98.10160801,0,p,f,f
102.3515625,34.23393552,0.439504696,2.878284017,13.87435134,13.14885916,193.2370426,0,p,x,s
122.921875,47.55368831,0.179711026,-0.12730233,13.69168036,10.72375534,140.6267935,0,p,x,y
142.046875,49.81290925,-0.241620276,-0.08429145,14.96705498,12.10503268,163.728928,0,e,f,f
174.4453125,54.56057537,-0.96785605,0.153688727,93.30740917,0.338694634,-1.619489388,0,e,f,y
131.25,46.87949978,0.041032378,0.13208735,9.575039504,18.02280786,426.875296,0,p,x,f
88.5859375,45.18236094,0.488653449,0.661438584,26.68185608,6.555445609,47.04622388,0,p,x,f
116.234375,50.75346115,0.342410251,0.091198089,11.30998019,12.88081641,233.8960053,0,p,f,y
116.5546875,48.70299153,0.19762525,0.23260023,16.6106785,8.166185101,84.84670943,0,e,x,y
101.75,46.57051106,0.144429607,0.410121435,20.76605892,7.400957593,63.71060496,0,e,f,f
123.5546875,57.00326315,0.179982089,-0.500010301,42.64607945,3.329876406,11.00711159,0,p,f,y
130.5078125,44.65580101,0.131694604,-0.171640274,42.0699366,4.288426479,16.9975901,0,e,f,y
115.890625,38.29067167,0.173415618,0.937931334,13.70818651,11.6402738,167.7484297,0,p,x,f
160.6953125,47.84521897,-1.290738987,1.540594276,108.7108265,-0.306557218,-1.818683091,0,p,f,y
145.625,51.05894265,-0.092444085,-0.098192737,34.45991303,4.62580796,22.01460469,0,e,f,f
103.71875,30.83371164,0.429166659,4.124845562,11.5376313,16.43614907,299.5097272,0,p,x,y
113.90625,43.80914529,0.243766623,0.548668904,26.55974857,6.928919356,50.9337411,0,p,f,f
114.6484375,42.30886983,0.58450031,0.995612284,17.86611227,8.845857779,90.62643443,0,p,x,y
92.8984375,44.09929135,0.595469631,1.046016427,14.93285063,9.769502213,116.5636664,0,p,f,f
111.1640625,42.58461748,0.486544938,0.673016657,13.4127589,10.10591386,136.7214241,0,p,x,s
102.8046875,43.9506219,0.236803316,0.189692345,15.76234994,8.375935808,88.80154629,0,p,x,f
90.8046875,49.86654982,0.759447339,0.63730099,16.10939729,10.09200566,117.5479819,0,p,x,y
157.96875,44.23515597,-0.365303753,0.358717356,8.245448044,26.00864648,767.249553,0,p,x,y
125.7109375,43.81515726,0.150369616,-0.004273978,14.46319001,10.60697594,134.0098325,0,p,f,f
148.953125,38.45794362,-0.181482952,1.410282247,36.88222453,4.295720412,17.75965174,0,e,f,y
117.546875,41.76400577,0.285479151,0.559920218,51.79286277,1.60863118,1.304321956,0,p,x,s
96.171875,41.72924435,0.622198736,1.621677439,20.14923219,9.552989401,94.59263053,0,p,x,y
94.5546875,46.48349986,0.749401537,1.203803939,13.22069539,10.16762964,142.6162747,0,e,f,f
126.1640625,51.96750447,-0.18679188,-0.146062183,11.0873352,12.73873147,240.5595545,0,p,f,f
123.6015625,43.3410061,-0.08416679,0.353010144,28.35106158,6.553891475,44.85315183,0,p,x,y
92.1796875,42.19771795,0.565405969,1.269384881,10.8829804,20.42870324,434.504953,0,p,f,f
97.96875,41.15024634,0.46644888,0.773408508,16.88179416,8.212193881,80.95537217,0,p,x,y
80.375,40.80422006,0.722289021,1.367278956,15.34798916,8.071696243,86.90738361,0,p,f,y
126.8515625,44.45768526,-0.071957424,0.43759001,22.73222681,6.978514954,54.01305282,0,p,f,y
136.125,57.96523743,0.157111211,-0.555772288,16.11773097,9.16212391,100.398098,0,p,x,f
156.3359375,42.96878906,-0.17873019,0.554479013,14.73077455,8.752359795,102.2638695,0,p,x,s
107.40625,51.94670308,0.346462399,-0.266718309,15.54926317,12.48047254,161.3658961,0,p,x,y
80.421875,36.8026004,0.805417077,2.756194345,16.08353111,7.691275286,78.07839338,0,p,x,f
107.484375,44.48770623,0.362969389,0.234418424,15.07228364,8.286598786,91.08674578,0,e,f,y
124.765625,48.04481703,0.088195569,-0.220829344,18.29663418,6.484498316,53.26879663,0,e,f,f
150.5625,54.05187757,-0.310959504,-0.104231524,19.86560919,8.807345021,82.58171615,0,p,x,f
112.171875,47.51070757,0.521913166,0.761390142,14.49277153,12.94499673,183.8474238,0,p,x,s
129.25,48.07204879,0.150241717,-0.039414743,53.93577579,2.763543964,6.250814822,0,p,f,f
104.890625,41.13150298,0.59457576,1.032363247,16.08687943,8.459213512,93.19351902,0,p,x,f
107.71875,43.39749732,0.421611972,0.459642094,14.94743409,11.5084333,147.0597071,0,p,x,s
108.1640625,51.85583642,0.374533858,0.233542879,27.35981263,5.159103811,28.97703273,0,e,f,f
103.8125,42.11475209,0.311430957,0.591899751,14.08562593,11.52575817,158.9365411,0,p,f,y
104.890625,44.33770164,0.350211029,0.439332305,17.09773094,11.08724279,134.4348099,0,p,x,f
126.390625,50.39565866,0.052671069,-0.039367359,28.76283892,6.252831599,39.85470424,0,p,f,s
131.03125,51.6420882,-0.026869236,-0.195620428,15.10041195,9.913104446,113.768168,0,p,x,y
91.3203125,35.51824654,0.534390093,2.50695936,14.60500347,9.246489145,109.9258711,0,e,x,y
108.7421875,47.35640237,0.380945096,-0.21567665,28.4656515,5.831819401,34.8820629,0,p,f,f
119.2421875,56.07845315,-0.002208902,-0.496484337,17.69274556,7.748657349,76.1954518,0,p,x,f
95.3515625,42.38616922,0.569365867,1.260704131,16.29134245,8.747194888,90.35900597,0,p,x,f
144.078125,44.485533,-0.209547105,0.618696231,17.25266413,10.00086577,112.0612537,0,p,f,f
124.171875,46.01598047,0.060274411,-0.146268783,32.32890571,5.540142343,29.90623931,0,e,f,f
127.46875,53.68134241,0.009769425,-0.548990547,22.72393775,8.394011856,73.90099972,0,p,x,f
98.0390625,46.5240869,0.749107372,1.201046515,23.14506134,7.095852635,57.05146302,0,p,x,y
103.140625,47.56257956,0.384095219,0.049221011,20.39521544,6.783497645,54.29740675,0,p,f,f
121.4765625,45.7779909,0.087416196,0.19799559,19.4375176,6.750373447,52.39071136,0,p,x,f
90.15625,38.2678548,0.5119354,1.757642083,14.74000113,11.62449498,151.0218669,0,p,x,f
109.0625,44.8852269,0.091465866,0.009538465,15.44796347,9.588283101,107.5307365,0,p,x,y
134.4296875,44.37494429,-0.118292069,0.120022572,21.61676592,6.57537743,51.59494122,0,p,x,s
126.453125,47.88280931,-0.01004777,-0.231388743,15.45333666,8.727141634,98.68239974,0,p,x,y
118.2109375,42.79505162,0.374915484,1.013351795,13.09698471,9.857168411,138.7611298,0,e,f,y
112.046875,50.36923965,0.186704244,-0.194087912,14.74536511,9.191298983,105.2215015,0,p,f,f
102.40625,43.86154308,0.57146371,0.976795433,16.91023701,12.09597573,155.5739245,0,e,f,f
115.6484375,46.78968734,0.116301758,0.005604272,16.88929401,10.35329125,116.5409426,0,p,f,y
106.890625,44.09546362,0.258986541,0.552247953,46.47746177,3.873275767,13.66037178,0,e,f,y
128.09375,44.69767148,-0.092458704,0.104379545,13.39776714,11.98199513,169.9770396,0,e,f,f
113.0546875,43.81001394,0.629475906,0.844859277,19.67080297,9.275047211,95.11357353,0,p,x,y
96.0,46.34095786,0.557254734,0.44604695,27.69648778,6.028400478,38.33132343,0,p,x,y
130.6171875,40.3541202,0.263368745,1.185816416,23.84594511,6.667953755,46.8019528,0,e,f,f
122.59375,46.1709523,-0.125916897,-0.079433834,8.549305018,23.73928716,665.2707706,0,p,f,f
124.6953125,49.80407843,0.093029866,-0.12824929,36.85151325,4.430659676,18.88284709,0,e,f,f
127.7109375,48.99380579,-0.080871257,-0.231758842,26.25595252,7.126080036,51.33052261,0,e,f,y
127.0390625,49.20086419,0.203456929,-0.105664543,19.58402756,9.012496647,84.36042864,0,e,f,y
109.8671875,48.15524554,0.411666349,-0.30855238,84.87741157,-0.438917061,-1.519846258,0,p,f,f
129.1328125,62.06150819,-0.117053964,-0.808664804,50.23301049,3.199463009,8.810608544,0,e,x,f
113.0234375,46.63529793,0.017036428,0.413936776,13.17835704,11.30482065,162.8930733,0,p,f,y
115.515625,42.76223954,0.784624925,1.103072367,17.26027294,9.711090691,104.207961,0,p,x,y
111.8828125,45.30946043,0.311952779,0.007497605,17.12804011,9.532834931,99.31899053,0,p,f,y
131.7109375,41.94474646,0.18686519,0.42638827,32.12691374,5.284326289,28.08878098,0,p,x,f
84.359375,37.90690372,0.839067392,1.970331239,20.19897338,8.130566637,71.05020821,0,p,x,y
107.1875,54.25370811,0.283090138,-0.091216814,13.87107779,14.30485331,218.8827786,0,e,x,f
104.125,50.75661903,0.357274372,-0.125484145,19.54595863,7.40885824,62.80373856,0,e,x,y
89.0078125,38.4127453,0.51696465,1.694450979,15.98961038,8.096201328,83.67046485,0,p,f,y
133.8984375,53.1149755,0.045854171,-0.368769008,26.32726046,6.932071107,49.49047361,0,p,f,f
137.265625,53.03705727,-0.201553289,-0.409392485,24.54781313,6.47935616,43.928392,0,p,x,y
120.6953125,56.03104031,0.351849358,-0.168464495,24.28117168,6.889188017,49.13624366,0,p,x,y
120.140625,54.3206243,0.176285345,-0.43576744,20.70048747,8.41385777,74.04532729,0,p,x,y
85.1796875,40.47152425,0.756617028,1.511022836,19.19633115,8.102621064,74.65604343,0,p,x,y
135.828125,47.23976565,-0.061783645,-0.305729848,28.63758738,5.724970022,34.24100931,0,p,x,s
133.1640625,55.47546999,-0.094423233,-0.338486102,12.6535027,12.17597923,181.4584343,0,p,f,f
122.0234375,51.41292166,0.030144899,-0.419453083,22.02068234,7.601779564,61.79514775,0,p,f,s
108.7109375,47.563798,0.21272002,0.350972053,26.95496476,5.983512421,38.58865151,0,p,x,y
123.96875,53.99883354,0.184205253,-0.020183265,23.10596573,7.468757763,60.25088529,0,p,x,y
69.8671875,39.16977691,0.985054422,2.730608444,12.20296351,12.33979597,193.9716288,0,p,x,s
116.359375,46.01031379,0.02727027,0.229741027,15.19841008,9.117709122,102.6247697,0,p,x,y
128.21875,52.89774001,0.154109301,-0.240637542,15.62495944,9.145974252,101.2662257,0,e,f,f
120.3671875,56.46969197,0.171459088,-0.272106245,14.91290798,11.38038432,152.564805,0,p,x,y
101.4765625,45.84194396,0.424759271,0.122930357,16.68904571,9.576647975,109.473094,0,p,x,f
124.7109375,53.32420773,-0.048854046,-0.177653674,29.91152012,5.361034277,29.299416,0,p,x,f
94.2421875,43.24597996,0.372519663,0.879412009,12.87352692,14.25660616,228.8612671,0,p,f,f
143.984375,49.96905048,-0.070463303,-0.27404891,13.25833426,10.07891474,138.3379346,0,p,x,f
101.9375,42.69509449,0.340023635,0.69806021,21.90208942,8.082175039,69.09648159,0,e,f,f
115.078125,36.16598224,0.365580485,1.666648595,12.15948302,14.41634865,250.5157561,0,p,x,f
131.1328125,45.77259877,0.204238625,0.315679828,32.39937865,5.430796753,30.02787411,0,e,f,y
110.296875,53.31603291,0.179205703,-0.279877758,15.73454505,9.848984204,112.9479011,0,p,f,y
102.5234375,39.81283651,0.079568393,0.898443521,13.95030926,10.78936547,137.5421228,0,p,f,f
86.6953125,39.37114239,0.472322266,1.305062823,16.23571163,9.830029634,115.6962478,0,p,f,f
92.65625,35.86943282,0.635585857,2.552299049,15.68531316,9.600877421,108.404534,0,p,x,s
100.65625,37.60411328,0.512265504,1.422392546,13.61370981,10.80270377,151.8944669,0,p,x,y
116.125,48.78764572,0.238584971,0.236122285,18.32124185,8.666537426,87.51434685,0,e,f,y
129.7265625,42.78903825,0.150444741,0.474161724,13.23753559,10.37051761,143.5703709,0,p,x,f
96.6171875,49.17604236,0.539350098,0.470347355,10.82709567,20.93792904,453.4595663,0,p,x,f
126.2734375,51.96418761,0.059317479,-0.175435686,22.21162097,7.042359166,53.86795193,0,p,x,f
110.734375,52.99727062,0.334865815,-0.342738007,31.29174613,5.738767091,32.37700312,0,p,x,f
114.5078125,55.65855675,0.411604906,-0.336864833,25.32053836,6.474397461,44.03490322,0,p,f,f
123.6796875,54.93517964,0.241887172,-0.470348603,59.02141214,2.504856257,4.645266795,0,p,f,f
96.296875,48.54417437,0.462261531,0.304179325,43.12352346,3.864211106,14.03501627,0,e,f,y
131.15625,52.73377083,0.024067971,-0.188923059,16.11287467,10.61823308,119.3827048,0,p,x,y
132.640625,50.93235931,0.067178685,-0.221266104,13.40177473,10.46240191,144.6478399,0,p,f,f
143.7578125,42.01650459,-0.272219529,0.651014794,12.91983233,16.60416403,285.2511409,0,p,x,f
159.6796875,48.81597036,-0.322081418,0.165751069,17.78578831,7.551598777,67.21151292,0,p,x,s
110.2734375,53.6830564,0.304357585,-0.247350867,13.93421378,9.770597275,128.5513352,0,e,x,f
137.71875,50.80476379,-0.112475386,-0.19679209,63.25486396,2.238599105,3.373260973,0,p,x,y
126.265625,54.34790767,0.00841956,-0.188158681,10.69194965,14.8401082,295.9940828,0,e,f,f
107.7421875,42.71073601,0.315426211,0.47506187,13.86443181,15.03160364,232.5923304,0,e,f,y
129.1796875,49.52294822,-0.051826308,0.025471866,13.2542733,10.67892539,149.358092,0,p,f,y
135.0078125,43.6154173,-0.010089693,0.189328246,18.23816771,9.878744128,105.6897145,0,p,x,f
114.0,42.86716401,0.124817421,1.025930483,21.02067984,7.233553553,56.76919009,0,p,x,y
103.7890625,43.86300626,0.42304693,0.721342176,12.96793308,16.2029334,275.7983767,0,p,f,f
159.328125,55.45100729,-0.696563295,-0.088413471,82.06931384,-0.88841017,-0.576780629,0,p,f,f
130.5546875,40.17983181,0.057906869,1.112812797,23.62363832,6.923276611,50.01652339,0,e,f,y
131.1796875,48.39267016,-0.071644761,-0.063301329,29.11939008,5.723191936,34.22910648,0,p,x,y
119.3125,56.72876117,0.167099661,-0.675699635,65.68280689,1.577650963,0.768500744,0,p,x,y
132.0,55.46606508,-0.05228097,-0.610486052,11.20008142,16.38599613,300.1432184,0,p,f,f
127.3046875,44.12297421,0.333926763,0.186469076,22.21299219,7.259463459,55.44700798,0,p,f,f
132.03125,43.37534897,0.14504841,0.416096496,63.07553643,1.834521145,1.981333292,0,e,f,f
118.296875,52.49365429,0.155055468,-0.075475663,14.38341673,10.96694922,146.4283842,0,e,f,y
134.2421875,58.57056989,-0.160566708,-0.593484133,35.33956217,4.606866882,21.20791334,0,p,x,f
120.6328125,39.94094686,0.012318358,0.550779893,29.21677046,5.390038887,29.84543162,0,e,f,y
119.484375,46.26097579,0.057837081,0.244327803,17.57067558,8.119219977,81.23179816,0,e,f,y
93.8671875,42.96680606,0.544013253,1.010726324,29.4190105,5.372288155,31.27245309,0,p,f,y
111.7265625,48.61258113,0.119987519,0.055169496,26.48800816,6.379388922,43.50960999,0,p,f,f
103.375,43.96767278,0.135380832,0.15841688,12.90773946,10.71779763,157.1482408,0,p,x,y
107.7265625,49.08470275,0.676512181,0.289333151,20.67140649,9.382195917,94.52385728,0,p,x,y
114.9296875,49.95266253,0.347779802,0.593843995,17.91028654,11.24476246,136.9852245,0,p,f,f
91.234375,45.58259748,1.000568549,1.596992372,91.03407546,0.984922339,-0.851968351,0,p,x,y
114.625,48.30227091,0.140018676,-0.047546282,22.78860933,6.533891444,47.51004627,0,p,x,f
118.171875,43.39698819,0.255575183,0.769809411,16.54157408,8.510258639,86.45863399,0,p,x,y
130.8984375,42.94433895,-0.140703597,0.482049838,13.05912116,10.23719707,144.6349517,0,p,x,f
94.734375,43.77704242,0.751324316,1.413778726,25.10027674,6.098772739,40.95090589,0,e,x,f
135.7890625,47.66052683,-0.123442462,0.103470459,42.51340749,3.344190974,10.13010963,0,p,f,y
89.3046875,50.00899272,0.512633112,0.50293573,24.29602482,6.89789687,49.77483619,0,e,f,y
89.4765625,41.46515194,0.662060115,1.421693358,27.22318305,6.972957863,50.80413023,0,p,x,f
128.046875,45.44706044,-0.082527812,0.440462698,31.63005432,4.878558738,25.40571621,0,p,f,f
99.4296875,37.00647823,0.559514758,1.821466571,29.07745712,6.022441921,36.89268893,0,e,f,y
104.0546875,43.77272777,0.319864705,0.248275814,17.17402806,7.703628399,74.35535104,0,e,f,f
95.9765625,47.05224238,0.429249849,0.158158045,13.01374076,9.885090404,140.5359036,0,p,f,y
92.25,34.67167432,0.733480055,2.800215994,11.53303357,11.65259839,206.5592948,0,e,x,f
132.75,41.85951206,-0.253640474,0.64769231,11.54044661,14.03408563,240.1349596,0,e,f,f
109.7734375,65.76618323,0.367544746,-1.018931534,87.11576405,1.437992457,0.120399245,0,p,f,y
131.1328125,49.46769323,0.029280051,-0.136594203,26.42665928,4.990145627,27.82670945,0,p,x,f
90.609375,42.51198992,0.824372729,1.722746445,18.44806822,8.96172954,92.39627168,0,p,x,y
131.5078125,51.78802892,-0.041379232,-0.1431201,13.37878822,9.725514169,133.1636622,0,p,x,y
147.5234375,47.19424039,-0.270451157,0.336919856,17.34316149,10.70395237,121.0997835,0,p,x,f
118.5,47.63156123,0.12795854,0.534506904,16.51968702,8.833995302,100.7654495,0,p,f,y
119.6015625,49.84606614,0.030879422,-0.292740344,12.26946644,11.35298596,177.8841638,0,e,f,y
109.828125,40.69572869,0.34886162,0.824932934,16.01203052,9.997709483,114.3981424,0,p,x,y
82.0703125,34.79407807,1.51109025,5.921365217,24.85054918,5.792550381,36.6815458,0,e,f,y
127.8203125,49.70120622,0.019765499,-0.251193786,17.4960059,6.762034868,60.42493891,0,p,b,s
124.0703125,45.64437664,-0.076008714,-0.288713874,24.98559035,5.856510725,37.06854429,0,e,f,f
107.65625,45.50642769,-0.063683708,0.252364766,14.93256159,8.622630021,98.63715737,0,p,f,f
75.2890625,39.25620022,0.737210693,2.297597844,17.47754831,8.403287507,82.83680534,0,e,f,y
128.171875,49.12422222,-0.037918622,-0.011129688,16.57552718,8.450498075,86.36789836,0,p,f,f
133.984375,47.64041489,-0.020779626,0.01825475,26.96538506,6.724417498,46.39116792,0,p,f,f
140.4921875,49.19301845,-0.282344175,-0.090949798,20.42213823,9.218967107,87.13543295,0,p,f,f
125.3203125,55.70008045,0.286498805,-0.410723676,16.82758951,8.414920631,87.54155493,0,e,f,f
147.3828125,53.20216764,-0.17201993,-0.488832123,15.32061776,9.710144228,116.147369,0,p,x,f
140.8046875,58.21499197,-0.295049069,-0.728040811,57.21029621,3.195237408,8.403035433,0,p,f,f
158.046875,48.19456974,-0.254162475,0.071752512,18.41760433,9.283674127,96.40961679,0,p,x,f
136.8671875,53.99122774,-0.167963918,-0.109046434,14.51279777,8.205648148,96.84294582,0,p,x,f
112.9609375,47.90964842,0.082639239,-0.009475507,19.78752091,7.129830664,57.93389672,0,p,f,f
137.4375,45.16095347,-0.149813552,0.275385401,11.40936506,15.09660581,271.3693619,0,p,f,f
115.625,56.01645963,0.054995606,-0.738947364,13.90748345,9.443487585,121.0973366,0,p,x,y
146.34375,52.08353229,-0.379283904,-0.180738702,10.84396816,19.89472386,425.1417111,0,e,f,y
126.625,42.08158,0.040561635,0.510049159,17.89752394,10.70673956,121.3865424,0,p,f,f
100.21875,44.3501581,0.359963261,0.409074995,30.43696944,5.139542597,29.10876971,0,p,f,f
81.1015625,37.17732841,0.704060395,2.775788979,27.99174438,5.281718833,29.33900342,0,e,f,f
89.6875,38.83614417,0.528988452,1.701879119,16.79567185,8.599693868,88.514819,0,p,x,y
89.5546875,43.02866207,0.764876141,0.995443681,12.71661527,11.67609629,179.0890322,0,p,x,y
65.6484375,41.74711626,2.497251543,7.762577084,61.49252148,2.597243105,5.004489646,0,e,f,y
135.3359375,45.54827064,-0.118751191,0.226446606,14.98563131,8.76776431,99.82635267,0,p,f,y
101.9140625,57.63828851,0.692179402,-0.387154329,20.50934284,9.923346052,103.8813462,0,e,f,f
116.53125,51.08891414,0.176184448,-0.42634173,24.77016272,7.305658086,57.60809094,0,p,x,y
136.703125,55.21525482,-0.138694079,-0.457520726,19.55006409,7.873036125,69.09910524,0,p,f,y
122.2578125,72.08883908,0.072019044,-1.098034967,77.03253828,1.066106754,-0.125593374,0,p,x,y
100.609375,42.39679277,0.080003045,0.504985822,10.44372188,21.78880752,495.3496895,0,p,x,s
102.3515625,56.7009135,0.820094041,0.209103444,57.49237513,-0.94128896,1.461150357,0,e,f,f
99.015625,44.55579094,0.441214347,0.413004355,21.05616335,8.825088022,81.3105205,0,p,f,y
138.3671875,57.4178586,-0.269174771,-0.637333771,29.39613686,5.898076207,35.64795387,0,p,x,f
124.3828125,39.3317463,0.191626311,1.00463672,27.54597392,5.185667022,28.51923717,0,p,f,y
122.40625,49.82303645,0.312326448,0.015788815,14.79669522,8.620706539,98.78589648,0,e,f,y
140.5,48.08959737,-0.329768528,-0.047653677,20.78828414,6.870723396,53.5802784,0,p,x,y
114.921875,54.09260136,0.170221538,-0.610939454,14.66760767,10.32826388,130.2293738,0,p,f,f
142.6796875,47.40054285,-0.221563426,-0.035216747,11.16378501,14.13722166,257.8529153,0,e,f,y
94.921875,41.11998628,0.085351535,0.971594141,68.82130598,1.943111546,2.072714929,0,e,f,y
117.3671875,50.62467146,0.260396678,-0.248495839,51.00093993,3.003239322,7.893578117,0,p,f,s
94.046875,45.78769952,0.422078974,0.34618899,15.3793839,11.98457984,161.2285244,0,p,x,f
102.2890625,38.79637393,0.485193258,1.355040639,14.00808243,13.08295886,187.4166093,0,p,f,y
121.6484375,50.55745337,-0.032036229,-0.183123707,17.65769559,9.076068895,96.24729568,0,p,x,y
120.6640625,45.11327364,0.248535925,0.102418668,10.62576187,14.50295257,290.2115051,0,p,x,f
120.140625,52.14474062,0.161884588,-0.011685977,12.88020766,11.22472597,166.61041,0,p,f,y
127.328125,55.47171427,0.090975731,-0.444422013,73.24054455,0.434744223,-1.249027167,0,p,f,y
115.625,43.2740179,-0.036397,0.947991219,18.87805241,7.951204137,72.10466975,0,e,f,y
135.4609375,47.04550695,-0.319186637,-0.069042543,14.8305696,8.782236612,102.1982273,0,p,x,y
117.046875,44.22648729,0.37963909,0.36491994,13.48521267,9.933787511,133.6564971,0,p,f,y
119.765625,46.11542658,0.023632264,0.445188435,35.56682367,5.635676137,30.94583744,0,p,x,y
117.2890625,46.51900693,0.211703226,0.36452689,17.49241743,9.401099761,101.7174169,0,e,f,f
107.4765625,48.20107053,0.243526154,-0.09543628,10.49927078,14.35156605,295.8581802,0,e,f,y
136.984375,54.11229417,-0.333258208,-0.276852847,16.01230015,9.867959089,119.0162714,0,e,f,y
121.40625,55.54874513,0.215432014,-0.378657713,51.04107002,3.130645353,8.5090467,0,p,f,f
140.296875,47.28361228,-0.199351494,0.022023913,19.0914934,7.702601222,70.90927872,0,p,f,f
128.828125,48.34610076,0.083465501,0.251522402,9.048203704,21.83509649,558.8449995,0,e,f,y
78.4921875,37.91664297,0.959390245,2.787533437,14.00177769,8.391844353,104.8139156,0,p,x,y
112.40625,54.05327775,0.14816331,-0.27041405,19.44910613,7.43694521,62.50174165,0,e,f,f
123.8203125,52.35626658,0.072767668,-0.372553152,20.54787256,7.584865207,66.58051985,0,p,x,f
98.96875,46.2055424,0.527031908,0.079980042,13.33448053,10.31042146,141.3603377,0,p,x,y
136.3984375,48.70724725,-0.052361153,0.152358035,11.10983127,18.12971574,365.6411374,0,p,x,y
105.25,47.67910313,-0.000652058,-0.366651687,21.80167752,6.480534447,46.51900424,0,e,f,f
125.3984375,43.81804349,0.068026056,-0.004114009,42.73031774,3.794354318,13.77783802,0,p,x,f
124.0859375,45.33297423,0.039337322,0.239576265,16.42244467,9.583074571,101.3518039,0,p,f,f
119.9609375,45.59337986,0.066533307,0.320895411,20.59678183,7.554222175,63.93773915,0,p,x,y
125.3203125,55.91203102,0.174962397,-0.438209802,30.05278118,5.724635874,32.87357994,0,p,f,y
93.1875,40.94503747,0.464308587,1.368183881,18.92716138,9.459223898,93.4471575,0,p,x,s
87.7421875,34.7392623,0.770947305,3.106050368,34.34934168,4.82716741,22.56191967,0,p,f,f
89.15625,48.00544199,0.59054781,0.148027673,13.77539732,11.78794024,168.4119313,0,p,x,y
128.359375,50.787353,0.027094931,-0.296065418,49.82097531,2.2788705,3.898883389,0,p,f,f
128.1953125,54.72874282,-0.121768692,-0.476035911,82.49725495,0.564218744,-1.245261033,0,p,f,f
99.6171875,39.39367039,0.653726942,1.323436682,32.54709137,4.482549198,20.87979433,0,p,f,f
131.7109375,49.5642185,0.034696445,-0.560666999,39.35415461,4.196184473,16.90887316,0,e,f,f
80.140625,42.84906912,0.66134813,1.160605685,19.67562885,8.529585829,77.78908034,0,p,x,f
